created_at,favorite_count,full_text,hashtags,retweet_count,urls,user,label
2020-02-27 14:37:25,0,@Setophaga9 @TheDisproof @stevenmosher @KelvinBSP @RlalbrechtTroy @Dcoronata @IntranceIt @AanthanurDC @FriendsOScience @JAGreene18 @EdDarrell @CalifManx @aSinister @serveBC @banurfeels @robhon_ @GlennCarr6 @johnpdees @jwickers @patterson087 @No1Trump @jimdtweet @KenJansen1 @MartinBrampton @automaticsteam @EnzoEdmonton @CheezeWhiz_girl @yepsuzn @TWTThisIsNow @NoExcusesJim @StormSignalSA @RedDragonFly19 @KatyDuke @Over400ppm @ScottDa9999999 @JohnAshtone @jenninemorgan @DawnTJ90 @cowcreekgeek @jgorman2424 @Voight_Kampff_3 @rln_nelson @FNPGeorgeH @Sdarts133 @priscian @caerbannog666 @GaryWHall @JoeNels48803147 @SteveLeigh2019 @spock246 Let me know when you have empirical cause effect evidence for human CO2 playing a major part in climate change.,,0,,fcmfcs2019,positive
2020-02-27 14:37:33,0,Carbon offsets explained in 500 words https://t.co/tmCM9wkEUl https://t.co/qMlDDCwmcU,,0,http://dlvr.it/RQs4vB,Obsessed_W_News,negative
2020-02-27 14:37:33,0,State Debate: Police body cams DNR and climate change political 'bull' today's debate topics https://t.co/TSGiMK2PBh https://t.co/9nEAyvJMSp,,0,http://dlvr.it/RQs4xS,CapTimes,negative
2020-02-27 14:37:36,0,Who ordered this? Fucking climate change. https://t.co/EvNVt3x9v0,,0,,swenvonh,negative
2020-02-27 14:37:37,0,"From ""smoking doesn't kill"" to conversion therapy—Mike Pence's most controversial science remarks https://t.co/TkgV01S5Qa",,0,https://www.newsweek.com/mike-pence-coronavirus-science-hiv-aids-smoking-evolution-climate-change-1489458,Torreshl76,negative
2020-02-27 14:37:39,0,@rcgnrcp @GeraldKutney @jkenney MAN MADE CLIMATE CHANGE;   The made up catastrophe the globalists/socialists use to instil fear and guilt to tax regulate and remove our freedoms while pretending to be saving the planet!,,0,,Tucker94907617,positive
2020-02-27 14:37:44,0,Mike Pence is an existential threat to human survival - climate change denier.  Good luck on coronavirsus. We should be worried. #Pencedemic #pandemic,"Pencedemic, pandemic",0,,just_xhalin,negative
2020-02-27 14:37:45,2,@CTHealthFuture In a Medicare for all system there would still be room for management and payment services so the insurance industry may survive.  But like the fossil fuel companies and climate change insurance companies fight the changes needed to guarantee their long term survival.,,0,,ODouglasPrice,negative
2020-02-27 14:37:47,6,How can we combat #climatechange?  How can we get involved as organisations and individuals?  It's time to:  Speak up 📣 Show up ✋🏽 Act up ♻  Here's our first blog on how we're addressing these as a company   https://t.co/4XG1fAh94U,climatechange,1,https://lght.ly/jb5m3,lightful,negative
2020-02-27 14:37:48,1,This is a big deal. We need our infrastructure to reflect our climate goals. Otherwise those goals are a bunch of hot air https://t.co/IwVLak2Vce,,0,https://www.theguardian.com/environment/2020/feb/27/heathrow-third-runway-ruled-illegal-over-climate-change,inabstract,negative
2020-02-27 14:37:49,23,"""The climate crisis is a result of a combination of climate change and inequality which increasingly drives risks. In fact a lack of opportunities insecurities violence are all a threat to democracy.""  @xapsan Associate Professor University College London  #UCLGMeets https://t.co/kd3tx3h3NE",UCLGMeets,9,,uclg_org,negative
2020-02-27 14:37:49,1,Climate change is real. https://t.co/IRGae7LYhD,,0,https://twitter.com/saywallahifam/status/1232931233459511309,um3awas,negative
2020-02-27 14:37:50,2,"Wonder how Bitcoin will fare in these new Climate Change meets Financial ""endorsement"" waters.  🤔 https://t.co/95SeVCxT21",,0,https://twitter.com/joker_xrp/status/1233031063099801600,cryptohodler16,negative
2020-02-27 14:37:53,1,CNN is trying to blame the Cornovirus for a downturn and “recession”. They’ll blame climate change next time.,,1,,MigiSchmigi,positive
2020-02-27 14:37:54,0,@kenihanas Look up Agenda 21 &amp; Agenda 30. Climate Change and all that jazz are about population control to lead to a NWO. They mask it in “love” &amp; “caring” and you get demonized if you go against it.,,0,,RiccZep,positive
2020-02-27 14:37:58,0,@charliekirk11 Well there are way too many humans on the planet. Which is the re order l cause of the climate change acceleration. Not to mention we can't even take care of all the people already here. Therefore I'm pro abortion.,,0,,Rsalpaugh,negative
2020-02-27 14:37:59,8,@EllDevon @SpotShopMedia Think I’ll go rob a bank but I’ll do in the name of climate change. Anyone got a mask I can borrow?,,1,,lostoutwest01,negative
2020-02-27 14:38:01,2,@s8mb @eamonnbutler What would the courts say about the climate change implications of Boris Island? I hate to think!,,0,,SteveDavies365,negative
2020-02-27 14:38:01,5,"""The availability of gender-disaggregated data gender-sensitive assessments and gender-responsive interventions are essential to enhance health equity by providing more effective mitigation and adaptation policies [for climate change]."" @womeninGH @Data2X   👇👇👇👇👇 https://t.co/pMrssuu4Kd",,0,https://twitter.com/womeninGH/status/1233021727397105664,katesdodson,negative
2020-02-27 14:38:06,37,Fighting climate change is a universal battle that requires putting people first solutions at the forefront for human rights.   Thank you @QUIP_Club for a terrific forum. https://t.co/6vHDJ5IvNK,,5,,Shaniyat2020,negative
2020-02-27 14:38:09,0,@AWF_Official Are you listening to me? Climate change is real!,,0,,oscar_friends,negative
2020-02-27 14:38:09,0,Climate change has now achieved Biblical Event status  Has someone called Noah? Don't forget he only let #animals (&amp; #pollinators?!) onto his ark  Humans have created this problem &amp; we must be part of the solution otherwise the #endangered species list will  include Homo Sapiens https://t.co/GcMbLpbcsu,"animals, pollinators, endangered",0,https://twitter.com/PaulEDawson/status/1233028762574286848,bytownbees,negative
2020-02-27 14:38:12,0,#Coronavirus is earth fighting back against man-made climate change.  #ClimateChange #ClimateEmergency #CoronaVirusUpdates #coronavirususa #CoronavirusOutbreak @SailForScience @UNFCCC @TheCCoalition,"Coronavirus, ClimateChange, ClimateEmergency, CoronaVirusUpdates, coronavirususa, CoronavirusOutbreak",0,,David_Gerbie,negative
2020-02-27 14:38:14,0,Heathrow third runway ruled illegal over climate change. It's the illegal bit that is going to make business and governments wake...   https://t.co/EX9qMsKElg,,0,https://www.theguardian.com/environment/2020/feb/27/heathrow-third-runway-ruled-illegal-over-climate-change?CMP=Share_AndroidApp_Tweet,alexmwjohnson,negative
2020-02-27 14:38:15,16,THIS. IS. BIG. NEWS.   Society is changing.   Mindsets are changing.  Days like these add fuel to the fire in the fight against the climate crisis 🔥🔥🔥  #HeathrowExpansion #NoThirdRunway #2050StartsNow #YoCA2020 #GlobalOptimism   https://t.co/W3hTgW42xc,"HeathrowExpansion, NoThirdRunway, 2050StartsNow, YoCA2020, GlobalOptimism",3,https://www.theguardian.com/environment/2020/feb/27/heathrow-third-runway-ruled-illegal-over-climate-change,k_legzz,negative
2020-02-27 14:38:19,72,Writers in Canada question (please share): Is it hard/impossible for you to travel for events because of cost accessibility family care climate change worries multiple reasons all of the above etc.? Also please let me know if you have a book coming out.,,29,,ClaireElKelly,negative
2020-02-27 14:38:19,7,I get irrational amounts of joy now every time it snows because I hate this climate change business so much because all I can think of is more ticks and algae blooms and the lake still hasn't frozen and probably won't this year.,,0,,KapustaDiamond,negative
2020-02-27 14:38:20,0,@cthulhupotamus @iainball @mccalla_chris @jamesinsurrey @JamesDelingpole Climate change is shrinking the Indian economy. It has already done so and it will get worse. Burning fossil fuels is the single worst way to lift Indians out of poverty https://t.co/lDShZhOLKC,,0,https://economictimes.indiatimes.com/news/environment/global-warming/global-warming-shrank-indian-economy-by-31-per-cent-study/articleshow/69002843.cms?from=mdr,Syzrgy101,negative
2020-02-27 14:38:22,1,We must move away from investments in fossil fuels &amp; support a just transition to a low-carbon economy based on renewable energy &amp; truly green jobs. Today is the last day you can join us in demanding states #DivestFromFossilFuels! https://t.co/l3g52mqJ81,DivestFromFossilFuels,1,https://actionnetwork.org/letters/sign-and-send-the-petition-urge-your-governor-and-state-legislators-to-urge-state-pension-fund-divestment-from-fossil-fuels-we-cannot-continue-to-fund-climate-change?source=2020StatesDivest_WK&referrer=group-waterkeeper-alliance-3,Waterkeeper,negative
2020-02-27 14:38:23,0,@literide @ericridenour @mans_tw @8bitBarbarian @DaveCashInvest @RichardEngel @hmeisler It's certainly beyond your grasp.  The very basics of epidemiology seem very elusive to you judging by your comments here.  You keep going on about data without ever grasping the fundamentals.  Your comments on climate change are further evidence of the your lack of understanding,,0,,kraster,negative
2020-02-27 14:38:23,4,@ChrissyFireWat1 @Atlantiso1 I thought the indoctrination started in college. It is clear that globalist attitudes start in preschool regarding climate change etc.,,1,,SantellaMJ,positive
2020-02-27 14:38:25,1,@far33d Humans have been doing viticulture for ~8K years. it is an exceptionally dialed-in industry compared to much younger ones like tech. Climate change is unprecedented but wine has adapted to a few cataclysms over the millennia. It's pretty fascinating stuff.,,0,,miriamgoldberg,negative
2020-02-27 14:38:30,0,@HillaryClinton @GretaThunberg @Malala Funny how not 1 liberal snowflake can PROVE that Climate change is real &amp; my 100 yr old neighbor says the same thing about it being nothing but bullschiff!! Thanks for the laugh snowflakes I needed that,,0,,kobie3408,positive
2020-02-27 14:38:35,1,We see this over and over and over...media/pols declaring the world is coming to an end in order to get ratings/power.   Face it - that's the whole climate change racket.,,0,,ballabon,positive
2020-02-27 14:38:37,7,"""Pence doesn't believe in climate change"" somehow translates to ""Pence doesn't believe in germ theory"" https://t.co/bNjOizHIOw",,1,https://twitter.com/AOC/status/1232839556443058176,wretched_sinner,negative
2020-02-27 14:38:41,1,I don't care about climate change AND I don't care about Victoria's sewage. So take that Alberta and rest of Canada!  #FuckCanada  #ClimateChangeHoax  #ILoveSewage  #VancouverAlienation #NeglectedCoast https://t.co/73KnnwBI6q,"FuckCanada, ClimateChangeHoax, ILoveSewage, VancouverAlienation, NeglectedCoast",1,https://twitter.com/paulaspeak2/status/1233035280258682881,DiariesPolar,positive
2020-02-27 14:38:44,0,Carney lays out @COP26 rulebook for finance. COP26's private finance strategy would focus on “reporting risk management and return. Ensure that every financial decision takes climate change into account and work with the Financial Stability Board https://t.co/M0xSavaZws https://t.co/8yI8mlzbfc,,0,https://www.responsible-investor.com/articles/carney-lays-out-cop26-rulebook-for-finance-as-he-prepares-to-take-reins-at-un#.XlfTvZWWzXc.twitter,timbales,negative
2020-02-27 14:38:44,2,Skylarks learn about why we need to protect our forests as part of climate change. https://t.co/rbHXTy8XPz,,0,,CuddingtonPri,negative
2020-02-27 14:38:48,0,Grounds for the judgment to be further analysed: Heathrow third runway ruled illegal over climate change https://t.co/jCYKtFEnPS,,0,https://www.theguardian.com/environment/2020/feb/27/heathrow-third-runway-ruled-illegal-over-climate-change?CMP=share_btn_tw,catherinebanet,negative
2020-02-27 14:38:49,10,Climate change: Pressure on big investors to act on environment https://t.co/JRUPF09zOF,,2,https://www.bbc.co.uk/news/science-environment-51657829,rahulmunjal14,negative
2020-02-27 14:38:55,2,I’d definitely erase all social constructs (gender race et el) happiness and peace for all humanity reversing climate change (?) https://t.co/1KC6HmzM7X,,0,https://twitter.com/kruzaa_/status/1232791237842931713,olabodedemilola,negative
2020-02-27 14:39:00,1,Jeff Bezos' climate change philanthropy has quite a few (hidden) strings attached https://t.co/2pywuqUADk,,0,https://www.nbcnews.com/think/opinion/jeff-bezos-climate-change-philanthropy-has-quite-few-hidden-strings-ncna1143791,CATSTEVENS65,negative
2020-02-27 14:39:00,0,A new study finds that emperor penguins are imperiled by #climatechange and if it continues at this rate 80% of emperor penguin colonies are expected to become quasi-extinct by 2100.  https://t.co/kOU6oX25YX via @CC_Yale https://t.co/rfYmqNJRK1,climatechange,4,http://bit.ly/2VvYqds,ClimateSignals,negative
2020-02-27 14:39:01,6,UK’s Heathrow airport expansion ruled unlawful over climate change  By @CookePhoebe for @DeSmogUK   https://t.co/TKRSA9wmPg,,5,https://www.climatechangenews.com/2020/02/27/uks-heathrow-airport-expansion-ruled-unlawful-climate-change/,ClimateHome,negative
2020-02-27 14:39:01,0,If #PlanA is to Mitigate #ClimateChange What’s #PlanB? #Retreat #Resettlement .@AIANational .@AIACALIF   https://t.co/qjnScYfj1H https://t.co/OYojPN33wq,"PlanA, ClimateChange, PlanB, Retreat, Resettlement",2,http://bit.ly/2wLgCWx,CommEdgeCollab,negative
2020-02-27 14:39:03,1,"@tshearer54 @EllieGonsalves I'll happily engage in a debate about climate change but only if you change your handle to ""OK Boomer"" because you're really personifying that ego-driven ignorance and ultimately the sentiment behind the phrase. Hard to tell if you're real trolling or a satirical account 🤷‍♂️",,0,,Enpyar,negative
2020-02-27 14:39:04,1,@Rightwing_Vet So if we don't believe in climate change the same way they do we are anti science? Seems like they are the anti-Science to me. Am I the only one who thinks this?,,0,,UsFortheloveof,positive
2020-02-27 14:39:04,1,@Rightwing_Vet So if we don't believe in climate change the same way they do we are anti science? Seems like they are the anti-Science to me. Am I the only one who thinks this?,,0,,UsFortheloveof,positive
2020-02-27 14:39:09,0,@JillWineBanks I don't know @JillWineBanks what could go wrong? Pence said smoking didn’t cause cancer. He doesn’t believe climate change science. And he questioned whether or not condoms worked. But he's loyal to Trump. What could go wrong?,,0,,kensymes,negative
2020-02-27 14:39:12,1,to future-proof it against climate change taking the total number of seeds in the vault to more than a million. ~ President Akufo-Addo,,1,,SurGyan35,negative
2020-02-27 14:39:13,0,July 2019 tied 2016 as the hottest month on record. Increasing extreme heat due to climate change has health consequences. Learn more about Earth's hottest decade on record: https://t.co/KoMCmQP17I @ClimateSignals https://t.co/YPGYnTSpPY,,0,http://bit.ly/2Pn0IYC,ClimateNexus,negative
2020-02-27 14:39:17,0,@ElliAdventurer @CPC_HQ C02 was 20x then but guess what the planet still here.  Climate change is inevitable as the Sun evolves and planet changes through different phases of orbit.  Pollution and air quality needs to be addressed not trying to change the earths climate.  it’s a policy narrative,,0,,MrFrankoTanko,positive
2020-02-27 14:39:26,5,A landmark decision by the UN Human Rights Committee in the last month has brought us closer to human rights protection for those displaced by climate change. Read more about it in the latest MMB blog by @nacho_odriozola:  https://t.co/OHZqlTT3Jc,,2,https://migration.blogs.bristol.ac.uk/mmb-blog/,MiMoBristol,negative
2020-02-27 14:39:26,0,@Setophaga9 @ZachsMind @TheDisproof @stevenmosher @KelvinBSP @RlalbrechtTroy @Dcoronata @IntranceIt @AanthanurDC @FriendsOScience @JAGreene18 @EdDarrell @CalifManx @aSinister @serveBC @banurfeels @robhon_ @GlennCarr6 @johnpdees @jwickers @patterson087 @No1Trump @jimdtweet @KenJansen1 @MartinBrampton @automaticsteam @EnzoEdmonton @CheezeWhiz_girl @yepsuzn @TWTThisIsNow @NoExcusesJim @StormSignalSA @RedDragonFly19 @KatyDuke @Over400ppm @ScottDa9999999 @JohnAshtone @jenninemorgan @DawnTJ90 @cowcreekgeek @jgorman2424 @Voight_Kampff_3 @rln_nelson @FNPGeorgeH @Sdarts133 @priscian @caerbannog666 @GaryWHall @JoeNels48803147 @SteveLeigh2019 I have asked you repeatedly for evidence of human CO2 emissions being the sole or major cause of climate change and you have repeatedly failed to provide it.   Science is about evidence.   Clearly you don't have any.,,0,,fcmfcs2019,positive
2020-02-27 14:39:31,3,“Is civil disobedience that interferes with the capitalist system a viable way to drive change in climate policy? We’re watching a real time example unfold here in Canada.”  #ClimateChange  https://t.co/bccfLtS6zo,ClimateChange,0,https://medium.com/@BradZarnett/part-4-of-5-surviving-climate-change-can-democracy-save-us-f5db9361aa5d?source=friends_link&sk=cbb7eb1223c5626156b26a77b64e5b10,BradZarnett,negative
2020-02-27 14:39:31,13,To ignore climate change and the environment because restrictions on pollution hinder business and industry is absolutely absurd.,,0,,EschbachDrew,negative
